project,revision_hash,internal_quality,external_quality
archiva,88a2365636ecc1c412ba72a8748d367c3a0bbe55,False,False
archiva,9d09051e47bb250dd56a1832cdcf87e6980ba43f,False,False
archiva,a0673a8c919c52fed65b49b5a5eda59cd023add0,False,False
archiva,18dbda5efbc3b905a48fd7ddb34d74ec292054d9,False,False
archiva,6312584ac3c82bbd95b9183e7fffddbe48baf15c,False,False
archiva,632257925a672a9634b2284b029f1b23c3eb997a,True,False
archiva,60af27a10ff3f7efc46a5e40cbdddb9928fbc16e,False,False
archiva,4f9f32be51314db81037629668af52aec02d5dee,False,False
archiva,11f4c92f4bf53c223f9ddb7145e29be62582918e,True,False
archiva,74cb10586cf7f1c415930d5ab1d59a6e44b253ee,True,False
archiva,61336c8774e7341d5d16d4adba809ef2ca54a969,True,False
archiva,8b790550b29f34a54ee36597029c9165ee0711ca,True,False
archiva,4b7ba850f4a881e9429d334647504e4df73b26d7,True,False
archiva,eeab891d1b878ece7baf19126aed04cc837d1e58,True,False
archiva,b251af121f7d0b04c0c35a3c7715d6b34df43255,True,False
archiva,f97e798940891576765cca72287069eb984a5a78,True,False
archiva,3985b652f58d0e73e71756263236cde5f470dd7a,False,True
archiva,11345c495de00726ec60e30c5a96fdd52b77c386,False,False
archiva,092a8ce4f1cb8bba3782a6a2b40dd1bbdd671f7b,False,True
archiva,e4514664f42578066ef3393ea005f35d7972c085,False,False
archiva,16305b2cc09ad4859483a0a9c2f3292864848ee4,True,False
archiva,8be908c993e6ec8f3427c2cfe5b293cba9b6b764,False,False
archiva,7a2047d3fece4e5a0d1888a074ee661b81bd37cf,True,False
archiva,22961f8dc45109662e5d10bb35df60ee79683eda,True,False
archiva,491aeb849d680811f202da3e35e803019f49b130,True,False
archiva,be6db50a31100c791a756886fe887e8d544603a2,False,False
archiva,1c20fd9fd85aa7e59032f11d00878164007fded8,False,True
archiva,f832e697a022643967cdb4874be35f7da2c6cf72,False,False
archiva,0d6ee3dbd934f76fe2ee15dfdce5e4c1febcc930,False,False
archiva,505e0e8dc6c812fc75b7b342e8536ef3c90f7163,True,False
archiva,f21fdabc6ceb0d3f331a3b948ec3cf56fb528709,True,False
archiva,bc56d6353c98c3ff4ed51033ac9ec8a09351926a,False,False
archiva,39ecc7836c581e56d068149103f9573e409619a1,True,False
archiva,e764c61109b68e47f3d10e1ff6270446a4d24f19,False,False
archiva,675afb0725b973e53638a3e58296800849d4f424,False,False
archiva,701945429fd4fba4329231fc8d441a03a19740f6,False,True
archiva,b195fa3946c13513760d2028996e329c81a4bc87,False,True
archiva,400c74cdcf94dde4a3f8dd448bf076279cb1b421,False,True
archiva,ca5684b38f6ad96508bd2a4fea7ef8a2bd4e2b5f,True,False
archiva,fe446f4081657339fe8f3e21fa4c6c27dff716ea,True,False
calcite,e3a3f7b7915923323e698d0585a2b70fadb35ce6,False,True
calcite,b29397d92e16f8aa77d5e84cf7a21744cd1b19a9,False,False
calcite,3cba7055061108ce0e079d8756bcfb020b8628c3,False,True
calcite,9c90655625cd1cb387f895a4212c9361e0943f77,False,False
calcite,8faca567e880995c007371e73bb25290ee7e486c,False,False
calcite,4ba9d1b2284b93bee8f94d4fcff62b8ff2235d84,False,True
calcite,cc983a6060d0da666cb21a07dfa702ac5d14291b,True,False
calcite,7731dea9f5ca638fb101edff3985b5e2e2651e6c,True,False
calcite,0fd8693019994fa4fe02e4d6271b608832ea9c3b,True,False
calcite,8d5dd1ce359fd8d8b7f4b622d28c0a24ce79427e,False,False
calcite,37944bb638f2d3c52f884a841c2a27532e892014,False,False
calcite,7f46cd5f070b9f4f4855f7f90cf23f23ab03da8e,True,False
calcite,6201013a9a8fe79c234656ec20c5fe524d68b4d5,False,True
calcite,91887366c40310f2435b2677ac0d9616bed842cb,False,False
calcite,b3bdcd78ae1834fe07634ad47ded2d7b5ebdbdae,False,True
calcite,a5584ea79244ecbf86150ec8c82bac50d319e0e2,False,False
calcite,27ca3109539eba4324b3bf4fcf4065cb7a5d300c,True,False
calcite,aad03def2ab2995dfdfedfe8f62605a43c7d2858,False,True
calcite,093e9ef1bd29ca5857df16726a8816dc25f9ce1e,False,False
calcite,240cee44579e25f87ac5de0c2e676278ed474e5b,False,True
calcite,d881d47766e8162dbdd4deb40a64b1138a4acec4,False,True
calcite,eee0f510ef8726068f136f5457f758ab4c82c2d2,False,False
calcite,0599cdde009d6e08f0cb973f914b526f9518dc47,False,False
calcite,24d3620c385a27b83b8cfb95016ad173626d47aa,False,True
calcite,48f5727bc3c4e095dc55ab8e6d21b48c3cdba865,False,False
calcite,26b52ba9daa6f03c05f7524d479ff7da87e3626f,True,False
calcite,1bd6839bc3f755c3e5599a1e251e4772e33e3f56,False,True
calcite,67bd5446911bd8d1fe96b646affab844d85bb165,True,False
calcite,40d31f05f4c456c42524da6add39802d5bf41951,False,False
calcite,ba789deb425402aa3f92672f8ec956a90359ca2e,False,True
calcite,e90183d9958a9d2930f958eaa30258c7de67276a,False,False
calcite,5be0f0b046e36ea2ca3c052626599534dd8b0f71,False,False
calcite,cd136985af5b9d0b74751bd65d9669996363786e,False,False
calcite,d62c064f770f38af4e113f8beb95cf4d32373474,True,False
calcite,e5b0d9d68b802f12aeaaef32ce7ef6a274a2ebda,False,True
calcite,7a6160520377a92d39a7a0fa90d6d36ab78b0ca3,False,False
calcite,1c7f690d391d81ff251253277944b07e410243da,False,True
calcite,4e33eedc2412085a475110101d92c9910930f897,False,False
calcite,cdc1d960a2422d14dc7c25c856cb57103006f4a0,False,False
calcite,d329331932628fb446fc8404639cb67190cab1cc,False,True
cayenne,e6130ab922d920bf8f210b8987b90dd7c822c38e,False,True
cayenne,a7b49a9b9ed2f86fbbf4f3262a1e4ddf7dd109f3,True,False
cayenne,f1dff680220998109ce897ead73ba01d3184b2b9,False,True
cayenne,9b720eb13dc4bf3a0e8a7564d886135d50e846d5,False,True
cayenne,c2b1897b8aca13ebe44fa7745f85aedbafdeafd6,True,False
cayenne,6d7bc02dc06b33c91c1ee769b1e7344141df72a4,False,False
cayenne,b98eb07a04431063d3df0a835fe5bf996818eaf6,True,False
cayenne,80c848c205ec0f18b9f4fa7bcf5a85b19d5edd1d,False,True
cayenne,38553b1603b9622a6eae691131a4106591649556,False,False
cayenne,5a3ed40437dc54e7ac4d70d0ae4117136311027b,False,True
cayenne,55cd281ef2bb55482feecffb8915ff33bfa9d827,True,False
cayenne,821d730e5f0b738de9f22c4d67fd65468baad68e,False,True
cayenne,ac8f830812c30c873eb8db57e087763095b7b3dd,False,False
cayenne,77a86a172b81cb599ed737e129fdcb94cc3ddfb8,True,False
cayenne,fec6ede4025c6264c7c06c896a6ecfb8f43f4ec0,True,False
cayenne,2888668b11071e4dae0082f13d324aae53b805b2,False,False
cayenne,ee8c1726efb61962040c21855e1cc58c3e8baacd,True,False
cayenne,517df07b7665fb7786b4ffd519e8c9a2f3855ff9,True,False
cayenne,34bfe3156f8ab30f6eeb27a63628567cb0e6af93,True,False
cayenne,db914ebdb968ee1050c2c6c490d5822ef854aa62,True,False
cayenne,34bdd84dca4b0dd89a53f2bf582dca7bd11b2e0c,True,False
cayenne,aaf21db6036f644cfad7e7e7744fcd9139cfd4b2,False,True
cayenne,0f70000fc6d497dc12750cdd41c6bfbfc13d6adc,False,False
cayenne,c6105811ca00f399ab4d3f43b2253cbb8e2280cb,False,False
cayenne,0185dac558775ad673c992be2863a58a57b7f8e6,False,False
cayenne,74f65f9756ef49b2d830fe1ef19f18f74547387d,False,False
cayenne,c870954210bbe2838b49acd13ea3f4455c4e44fb,False,False
cayenne,0bd721e46057c1c6a0b1dd9ca83d6192207a6f53,True,False
cayenne,56d93dcdec85240157a95d418722ce974f4f7e26,True,False
cayenne,43a382ee04a4689050c7e46942ad6b759b1e8b0f,False,True
cayenne,257b1eb565c7b6d0762610ae417f0abb6b9980a3,False,True
cayenne,57a75751993720e7a10bb214911cd673908f2e5c,False,False
cayenne,6b7a053a8c42a5d474434371842552f514351c98,False,False
cayenne,a4ba29368d9909bf921207b46178ef1ef4e8a017,True,False
cayenne,9e05905ecafb839438b5b2bf49821a68b663ad4d,False,False
cayenne,40c8234f1fefd930378896034b24a94c87906b66,False,False
cayenne,80f7207030a6f9a034fe6df504c2d40c6782a426,True,False
cayenne,1d6568674ba2205448500ab134778e990aa69c96,True,False
cayenne,d6d4251647bbafe202ebbda5b2d7c8fa19311ec2,False,False
cayenne,fbaa604775acc18d9506eab60314b3ab3be51497,False,False
cayenne,fe82b47e79f281dffec189039ce2e1e734c7c10f,False,False
cayenne,3ed2301bf0deee0c03179586d271254872994173,False,True
cayenne,0aa789b06eb6da92cf27f8f98d2eb307739461a3,False,False
cayenne,3fc0943160e2e238e688719397b259be393854f3,True,False
cayenne,5dd40d527582d1a86426009bd514d82d0dd16b8d,False,False
cayenne,4ad9e8c26c5d20d938fa12135e997d6afd80d519,False,False
cayenne,791c7b81316336870261c9a5ecbf13cf49ad616b,False,False
cayenne,9c07e1826e48df4a86de9110b553bd98388ac581,True,False
cayenne,45078a1c509d26cd82d6760dcfc427d8cd92ba6e,False,False
cayenne,ced78c2bb9875bd8bd610f3c632445d0d61bbaea,False,False
cayenne,5382b728e0e2a41678cf13db82300b2a9e084bc6,True,False
cayenne,336fa6a9cbbddc85f170fa2400bca6f0ba52a5b8,True,False
cayenne,98881de7d833e2a7c83a89786b9b9ba08c6dc747,False,False
cayenne,e130f84d3930eb6e828287539e0acadfa3b890a2,True,False
cayenne,5ce43b74df1970726fcb147150244ad2b23fdc60,True,False
cayenne,bc621c1b23af507ae09acfe95b0642da7a564a8c,True,False
cayenne,82f8ace417a3a7d78d0c84becca1cb32fb8db34f,False,False
cayenne,288c9e0e1eab4aeb2922ed1c9f43864901f54195,True,False
cayenne,b97267a4901acab6b1bb0140cd6f65d072238d4a,True,False
cayenne,0935899b062a473ce082ccea0fcf53d0b7029091,False,True
cayenne,9bf6396e1585b6f178d543e0c0ac9722f02b70c1,False,True
cayenne,bf2c2a9f447007ea4cb7d62ec74ba6fb4d072e86,True,False
cayenne,0748bd09b3f898e16ae96f7e091bd86569ae8de9,True,False
cayenne,0a9430f34660c13631251ecc8a57af5f439f31aa,False,False
cayenne,e60b090e4391142c2f2fc79a01b4b9f24e0bc76e,False,False
cayenne,b74172bc7eb276a1338196201eb02d1912675009,True,False
cayenne,40dece98ecac2cec95bd580b47c49bf28171d94e,False,False
cayenne,30e2809296b6e610d0101ea97475152f71b724d1,False,False
cayenne,705d5b6e9bb91201f8302b9a80bd73b0b37ccf3f,True,False
cayenne,103145fb134730f3d655a77a79dc10fee44a238a,False,False
cayenne,084baf620fb55f7f34b9c51e950ce2e901ad60fb,False,True
cayenne,d3f885b044922de8927e4b97dedbefe4a5d701e5,True,False
cayenne,9382e47338c65d0208f731a153d571c7a2789faf,False,True
cayenne,38607a98aa1c92fe7f6a2a05fd427a10e0c95bfc,True,False
cayenne,4ffbcfe4e68553082967bd206b59cc40eb434425,False,False
commons-bcel,49d370d1eef1964b067fabc4aef7c0f5f1759290,True,False
commons-bcel,adf9fc13b37f866d731c73a09071170d50bfa807,True,False
commons-bcel,48426e0049b01d86b2af3b0cd4c7452a98bbcaaf,False,True
commons-bcel,4006eb883e4468b72126b9dc1f907d85e2ebc0c0,True,False
commons-bcel,0dbae7295aef6f772dcedf61f8f0ff1b07c96058,False,True
commons-bcel,d3e10332651085e204baf6c9d3846505cb8f9857,True,False
commons-bcel,f3bd0b79313c65d41260a7dfec6e041cc5e24674,False,False
commons-bcel,bb47ba1914c0c0794b7665ef2113801bda45ee37,True,False
commons-bcel,5da2618d00b5d8d1240a5ff93b94c644abf2432d,False,False
commons-bcel,56292561f3a891ae8af40702358bf6ad31fe1b52,True,False
commons-bcel,2e0a31c1a5041dfbb837fc77dd3939877a7da368,True,False
commons-bcel,3275d508b30dcafefafdc3f70305d473d1e09e19,False,True
commons-bcel,7a8ff741e0d60d6430be6f8a25bc1bbeb65832a2,True,False
commons-bcel,2b145ec96042357afb3be123a4880680e7f816cf,True,False
commons-bcel,f2387dbdd01ec97935728a77530211c73918cc49,False,True
commons-bcel,72ae064649b0a69899a2fd5efd80ab8e1ea27562,False,True
commons-bcel,d1097aa1ee25ab0fbcd2e95d45c3a9c93537caec,False,False
commons-bcel,ecdc6f1f11178c29c812ecd5725c2a2818d3f255,False,True
commons-beanutils,c1a3c9e8529189352ff6045beaee0d63f9643929,False,False
commons-beanutils,9f01659e6e9b09bac95e42659e54c63e5bea9663,True,False
commons-beanutils,36d5a1919953f4eeb41035554a731f8a4a6120f9,False,True
commons-beanutils,2ddcef414384bf7733cfad5272f30e236e13921b,True,False
commons-beanutils,d3f37ff3a884a8a3f03ef07887eea1eaa8e2ce8e,True,False
commons-beanutils,7f5781045f4177cdd9a40da9a245351bcf629c54,False,False
commons-beanutils,4512209ee3806d3f56ee08828df49f0ecb22ec77,False,False
commons-beanutils,1bc1a7f0821c56420a3688713c9433c8b7f1be1a,True,False
commons-beanutils,e5fe44d00f0a76956129522ccb3b813bb6dc8e97,False,False
commons-beanutils,8fff3decb0cf5155a7861291594749863163ae6e,False,False
commons-beanutils,7d805bdcc99a29c764471bb3ace7e1a14fca6a39,True,False
commons-beanutils,a1679107f7e8bfe4a55bdbe9c767bd89de7142e1,False,True
commons-codec,83af056059bd781b6104caba38558cc4b5257220,True,False
commons-codec,2d1d34cc11798e71ebb1ce1869a30ece43ff1a47,True,False
commons-codec,5d856dd285cad2a89b6e33f9e93092eab45872c2,False,True
commons-codec,096c0ccad7baabead73dd53d78a22c29cb78ae67,True,False
commons-codec,ec9cafdf2ba1872becdd7d1e1870d40e67a83d27,True,False
commons-codec,9ff186bd4faaa784b0ba9bdd8980f9f9d41bd8f8,True,False
commons-codec,ff8ad6dce1ddbca02981fef9a5f79055fabbcf96,True,False
commons-codec,3652eb64e9c29bdd83d60376b61ae5fb99feeb26,True,False
commons-codec,30c5463395d76cbcc1131090964e9c5f64d7195f,True,False
commons-codec,ad12e19e614e92f824746c199ebfc31228a8c33c,False,False
commons-codec,a169746c427ab8d31ee38457dcbf52c33fe920b0,True,False
commons-codec,a8502b5f546eddda66cc5d75c3c4552ea81c9ef5,True,False
commons-codec,f6336648d893f0ad455d53ab85f82128937fa41c,False,False
commons-codec,abbaedb43f52aeb6ca5b494e8ec10d60e430f517,True,False
commons-codec,9078d37aac753a7b43a4e52adff3de61490e6ea0,False,False
commons-codec,7fd22ec3420a9d79b6b7dcf9af3ca1d9b0b16478,False,False
commons-codec,a3a31a19b6478800a0a71273012492385f6ab4ce,True,False
commons-collections,5033cc375862e46d1bd56319580c8fa074dee1b3,False,False
commons-collections,e1f52a47979eac9299dbaf4de34ac00fe2b5d6f4,False,False
commons-collections,aa46c524392ceb3b62c74327e6eb3b4c8ceba3c7,True,False
commons-collections,2ebe287c9b6f497fcae8337bed3442f0a2e319bc,True,False
commons-collections,d3697544eec1ac7c6dce0574ff6949495af9e170,True,False
commons-collections,dcda42acf58030359c5c966c311734abeed45875,True,False
commons-collections,530049b41c9f42e11144fbad4d1fec65ff0956e9,True,False
commons-collections,c68c274bfa036bb0c2c44bb5ea774ae3dd0451ac,True,False
commons-collections,898be70eaad06d7cb90b5559f29d3251612a7460,True,False
commons-collections,50bd9f108b59f69d73eb8ca4d4c8a917895743a8,True,False
commons-collections,bd5708f488770404ef82615704ff070011f28a92,True,False
commons-collections,1a3337262c7bff09eae06e3b4247f6c7133f8fee,True,False
commons-collections,a8d1066b5ec6b8ec6db6bdb47d947fccaa7d07bf,True,False
commons-collections,333541bc3c4935741a6ebd8bfe98909ed03f299b,True,False
commons-collections,2b68e826ecc92a046e9aa8632626ceb16a93bc57,False,True
commons-collections,92c225051180f931479da11fc42df740ec040028,False,False
commons-collections,342ac1462c364646387dd37f3b61c713645c42ed,True,False
commons-collections,ef5aa20db3883b23e82575fba7a4553325d9935f,True,False
commons-collections,c1c3b44d084f0e35caabc54d7d1cdd2df42a0b19,True,False
commons-collections,13a119de0b5709d50214458482f249f5de2fd4b6,False,False
commons-collections,eebcb74fb5e80592aab80f6bbb756026c7812f19,False,True
commons-collections,25ebc315595a490dd6651bff4286806379c77425,True,False
commons-collections,5f8fc2f9740dfdfcec6ea63022405ebebd80565e,True,False
commons-collections,afd5d3f1c5ce22ef248f9d312a8a3ba8f44c4198,False,False
commons-collections,22aec774e65a6d14de4acec3a0ceb1fbc49bbaca,False,True
commons-collections,85b3f4faa4d712a4dec471b91dd2e349d5228bde,True,False
commons-collections,968607b9c5f94ab3b36c7ec4fa37f6512d0a0d2f,False,False
commons-collections,5954027e47cb99c95e672f93e60a712501577bbd,True,False
commons-collections,6c9fa119f5488b12020c9c64455efdd56d9c89e1,True,False
commons-collections,0a7871a1411b64a7c90f4ae62f9eb44dcee31181,False,False
commons-collections,b7430de759bc66fcce9c5becb7dc0b022606d8ae,True,False
commons-collections,84a844af5d30ea41750071dc8140a56e9e146bc8,True,False
commons-collections,4b084fad6e5e056ed0a37ec1abd011139ea9e3b1,True,False
commons-collections,3c81ef8c393b09fdbc6f284d68ea686fc76c6080,True,False
commons-collections,719d0c56036111d07c46ab5b0f379f62f14ecdc6,True,False
commons-collections,e48157a0de54d6b82137d62dde9cdbb4bf5c6f40,True,False
commons-collections,b943acfc64147d49bbb97b4c1903dd4707a96774,True,False
commons-compress,177483e50a1b5482fe3039cb0546471e717b4250,True,False
commons-compress,2221ee87b406cf1781f0a4f18914812db2256b01,False,True
commons-compress,26d12c5255694810aa8a21381ffc5381229f5df3,False,False
commons-compress,bd3e6cf204f249c2d60eca2268c8b9f402149f1b,False,True
commons-compress,5b5b85236d6d0fb695d6e0be6781f749882ab0c0,True,False
commons-compress,35dddc656c3f4918e1eb19ff6840d34fef454db4,True,False
commons-compress,4e2380bd5925e436266865ebf988d8362b675cc6,False,False
commons-compress,19e1b02f754a9b7bc969eb17bd52cc36a85c4d74,True,False
commons-compress,8301ee7fec23ffdee9ea2c8ce5a8b80f343744e5,True,False
commons-compress,a19e5f3692fb3f202b9ceeb8d7e1ce531220c7a6,False,False
commons-compress,7f84f260640e9b60aca87f9004b17c7603bd61b6,True,False
commons-compress,e99d0ada42680d992704f67c8624a10b4bea8d42,True,False
commons-compress,7984387af004fcfe1d1ee12e2c8e6b68f23be001,False,False
commons-compress,3b81f3a94da9e26ec0458f4b5bd3a0469d8a93f7,False,False
commons-compress,0508270c67e412b6b5026b25254062ce3d6c2dc7,False,True
commons-compress,7e8e9bf968665d59ac11dbd11dceea7c01c0a1f9,True,False
commons-compress,cb4b6e016d9486ec06b6f41b44292360d6031502,False,True
commons-compress,65c2498b3fe2c99e71f79d09454c3091028551ce,False,False
commons-compress,e0ca4f5e4c8e033e5d2a379db4ca2b7f6d029676,True,False
commons-compress,4687b899c8a659a26365e740af8890bd31c51f92,True,False
commons-compress,b58c039b8ee196db867f3e72ee6b81f6d691b1ed,False,False
commons-compress,b5fcfd52e313bc6a2b6b38eccdf9534394c62b83,True,False
commons-compress,dd9f8951419a0431f0c7f1bf65fd995e3c12e6d2,True,False
commons-compress,3fc93250aafd2946509839b86ac9b87ba68e09a2,True,False
commons-compress,952a50372dea32e78800b5127ce3e969ce8ba5f0,False,True
commons-compress,0a6d97a1200eb415959131c76236e0e0cf8c66eb,True,False
commons-compress,d40b05aee433424281114f921ad501940d2890db,False,False
commons-compress,c30b588493d4fae79e020522ecb784d9210fa9d6,True,False
commons-compress,71e4eeadcfc5eb390eca1142fc1f6ee5b1b4d5c1,False,True
commons-compress,d241f50c47ca90b1dfa8af19e58975b67df22788,True,False
commons-compress,c5d9ec80ab29edea74b98bb8e8a667ec13313f76,True,False
commons-compress,6d2b8b5efd1cb68986bb8965f3c4b794ae14bddf,False,False
commons-configuration,6a85ac15cc0e4ef99834e68bf479c0dec545db45,False,False
commons-configuration,41edd3fe866ed84011e1f5e5c2edef9513729dbf,True,False
commons-configuration,44a975d3ee18d118c67e24bda9afe33f7d67276e,False,False
commons-configuration,3791b9e31a48899a3aa8a317982bf1dc27a11662,False,False
commons-configuration,f96da38174cbf7141cae7effea68d523e3d1f0cf,True,False
commons-configuration,358290b20bfdf38d92985dc00b83e07d3ccbe075,True,False
commons-configuration,877dad4e58f5e2110bce0d4dafbf370a09c844e4,True,False
commons-configuration,21e9b011982e28b6d2ab4dcd0f270942af75fc58,True,False
commons-configuration,a4aad006d717e90f376517017065aafe21c63317,True,False
commons-configuration,997f50595fd7b2df1730c7d4f9a0332ae9aad9f6,True,False
commons-configuration,057b064b15f7a47f7fc104524ac1b865ab2876dc,False,True
commons-configuration,8664d0ea0da38e000161ccdf6194f95bd8a5e48a,True,False
commons-configuration,59c03fc6aef888a59691c7b262828c195c595996,True,False
commons-configuration,04ee466989af2159b920feca9d8f44d42f1b4201,False,True
commons-configuration,c250d4769ddd193d867af92787b042ed135f267b,True,False
commons-configuration,a55a3e19b91bbdf5704ca4a17c29b7dc75d2ed9f,False,False
commons-configuration,ef6627d9de7f2d926ee211110bbe46fcad163010,False,True
commons-configuration,35feeb12e5b78cc86a93bd1483090ba0f4c110d5,False,True
commons-configuration,f231e9068e98f9d511e456fa2c21d1f53292f4f5,False,False
commons-configuration,25be3a18bc2bd5889616c53b009e5b9cd77d54b1,True,False
commons-configuration,a8667e351df78e5d824272af68c708d9ade1529c,True,False
commons-configuration,a8674c078c6194e3b31fdd33276ffa760e9dd21e,False,False
commons-configuration,be8e1c3103e57da9a9c2f72d79e69194c1f1d0b9,False,True
commons-configuration,5c3c85879b5c664d1a6722a3454e2d6eb0d32d74,False,False
commons-configuration,fc7db34c11272bceda6fee8a28607d31ee1f0782,False,True
commons-configuration,788d9c34218e0aebe3932e412906d84b91f09a22,True,False
commons-configuration,cf05f7401c345264520ce757c6a448b15d11111d,False,False
commons-configuration,cd1ec7325f4c34c88eaf5da5297f991e1826a4a0,False,False
commons-configuration,b91505361004b229f30cd0f33d1fe7618ae7bb81,True,False
commons-configuration,b8c7f5691dd97c9c013815a591068a58cd00d4a7,False,False
commons-configuration,8d738b2e00dbdbebeacc2bbdb6a426818db54c98,True,False
commons-configuration,7e403f1733bbafe24047e9fa18dc48cc1bc00f81,False,False
commons-configuration,8906793e0317e0cbe7315477d7ee50d6c3c53b7c,True,False
commons-configuration,d66376e61fc530423db9f882247b2b5c32b6897a,True,False
commons-configuration,2525bc9a8495fd3970a4a30be72f2f9ca2fc76b7,True,False
commons-configuration,0ff0bba8387bd5e2237691be296ab93cd955aae9,True,False
commons-configuration,a606523ee9b6715ad4d976c8a507fbff964638ed,True,False
commons-configuration,95fde08d7ff98666d724fada3358611d74357fd6,False,True
commons-configuration,bcf4d6ff755be9727079fc06f538fb7a5865d3ce,True,False
commons-configuration,01ab38cb36f84870471b53239e0ffec576135815,False,False
commons-configuration,ba2ab0e45dc906dac749e5dcd258a3fae800ae74,True,False
commons-configuration,5d0135fa0e7e02f410696bea2df792bd01ac63a5,True,False
commons-dbcp,df847c0704858c6e5df881dcbcdfc99f1a37fc20,False,False
commons-dbcp,6c2fac139550b0168d254ee4b925ab206ccf359d,True,False
commons-dbcp,63a9bab20c20d84e0f76f70d3e674f0cf9f64c90,True,False
commons-dbcp,fd59279681cab68b4dabbb4b20c79a7e4ff0d7a9,True,False
commons-dbcp,760f188df9677f128e82bbb38a12e3e4c6f8c581,False,True
commons-dbcp,3b72b297c62fb73e3dc32160680f0cacc5e78ffd,True,False
commons-dbcp,32c1621bca796b48215c54eb24d5f8ca05b320a2,True,False
commons-dbcp,4d6c83ca0eb9fe870655d3336faee9aecb86a968,False,False
commons-dbcp,3967ca5afdd7c6036247e9af437ddd496f640c64,True,False
commons-dbcp,3a1821ce1ea983f9b4853ad4c39a9f05b4ff8769,False,False
commons-dbcp,3fd77828117da5e0bf164b209ff800dc2510923b,True,False
commons-dbcp,46e2dbf22a546e6629ffbc4dddf570ba4a154bea,True,False
commons-dbcp,55965e964deb71b11758bf7e8abdf698ed7dd26d,True,False
commons-dbcp,2f098ea382268aec9e995d3e519ada7771340112,True,False
commons-dbcp,6441942c325fa63301bc0ebd1d43f6a430da8885,True,False
commons-dbcp,e29b139f63d661075965993d32f253373f024f0d,False,True
commons-dbcp,04a1de06710b3da74f91131ae14091b358fb6382,True,False
commons-dbcp,75965fd2aaa2ee1c5f34a0ea92b0a444be2cfc85,False,True
commons-dbcp,a63dde2bd91c533fa78da63f66715d8901488bfc,True,False
commons-dbcp,aa8f8e406d4667c11b29e319cfe69ec92de1ee26,True,False
commons-dbcp,67870c17b1b2e718a807229c89ddbb9eccf2cbbc,True,False
commons-digester,e50ca095adafcacfa391f9b5c1cbc58ab239a81b,False,False
commons-digester,e1d60c08b0e502718efabb592d7551e0aceea16e,True,False
commons-digester,637d107d1b3d4952883333f27b101226c95e21ef,True,False
commons-digester,3984d883754af63329064cd28c5710f2ec33c585,False,False
commons-digester,ee336194a578bbd46345ade553fd47d5551d19a4,True,False
commons-digester,07f3c86547d34d61e8293d0cf630a901565715a1,False,False
